datetime,date,temp,humidity,precip,conditions
2020-08-14 16:00:00,2020-08-14,35.0,56.61,0.0,Overcast
2020-08-14 17:00:00,2020-08-14,35.9,51.66,0.0,Overcast
2020-08-14 18:00:00,2020-08-14,33.9,64.24,0.0,Overcast
2020-08-14 19:00:00,2020-08-14,33.3,64.5,0.0,Partially cloudy
2020-08-14 20:00:00,2020-08-14,30.4,80.66,0.0,Partially cloudy
2020-08-14 21:00:00,2020-08-14,33.0,65.98,0.0,Partially cloudy
2020-08-14 22:00:00,2020-08-14,32.2,71.1,0.0,Clear
2020-08-14 23:00:00,2020-08-14,29.2,86.43,0.0,Clear
2020-08-15 00:00:00,2020-08-15,31.6,75.76,0.0,Clear
2020-08-15 01:00:00,2020-08-15,31.0,78.86,0.0,Partially cloudy
2020-08-15 02:00:00,2020-08-15,27.7,89.95,0.0,Clear
2020-08-15 03:00:00,2020-08-15,30.7,80.22,0.0,Clear
2020-08-15 04:00:00,2020-08-15,30.2,82.55,0.0,Clear
2020-08-15 05:00:00,2020-08-15,26.7,94.26,0.0,Clear
2020-08-15 06:00:00,2020-08-15,31.4,74.4,0.0,Clear
2020-08-15 07:00:00,2020-08-15,31.6,75.32,0.0,Clear
2020-08-15 08:00:00,2020-08-15,33.1,68.79,0.0,Clear
2020-08-15 09:00:00,2020-08-15,31.7,74.89,0.0,Clear
2020-08-15 10:00:00,2020-08-15,33.2,66.81,0.0,Clear
2020-08-15 11:00:00,2020-08-15,36.4,53.35,0.0,Clear
2020-08-15 12:00:00,2020-08-15,33.7,66.52,0.0,Partially cloudy
2020-08-15 13:00:00,2020-08-15,34.7,61.44,0.0,Partially cloudy
2020-08-15 14:00:00,2020-08-15,37.2,49.56,0.0,Clear
2020-08-15 15:00:00,2020-08-15,35.4,57.72,0.0,Clear
2020-08-15 16:00:00,2020-08-15,35.2,57.67,0.0,Clear
2020-08-15 17:00:00,2020-08-15,36.2,52.98,0.0,Clear
2020-08-15 18:00:00,2020-08-15,33.4,65.29,0.0,Clear
2020-08-15 19:00:00,2020-08-15,32.7,67.51,0.0,Partially cloudy
2020-08-15 20:00:00,2020-08-15,31.9,74.92,0.0,Partially cloudy
2020-08-15 21:00:00,2020-08-15,31.4,75.29,0.0,Partially cloudy
2020-08-15 22:00:00,2020-08-15,30.5,78.79,0.0,Partially cloudy
2020-08-15 23:00:00,2020-08-15,29.6,82.0,0.0,Partially cloudy
2020-08-16 00:00:00,2020-08-16,30.7,75.62,0.0,Partially cloudy
2020-08-16 01:00:00,2020-08-16,30.3,76.46,0.0,Clear
2020-08-16 02:00:00,2020-08-16,28.7,92.7,0.0,Clear
2020-08-16 03:00:00,2020-08-16,29.9,75.05,0.0,Clear
2020-08-16 04:00:00,2020-08-16,29.2,77.68,0.0,Clear
2020-08-16 05:00:00,2020-08-16,27.9,94.31,0.0,Clear
2020-08-16 06:00:00,2020-08-16,30.0,71.99,0.0,Clear
2020-08-16 07:00:00,2020-08-16,30.1,73.31,0.0,Clear
2020-08-16 08:00:00,2020-08-16,32.7,70.77,0.0,Clear
2020-08-16 09:00:00,2020-08-16,30.4,75.13,0.0,Clear
2020-08-16 10:00:00,2020-08-16,32.1,68.2,0.0,Clear
2020-08-16 11:00:00,2020-08-16,36.1,52.02,0.0,Clear
2020-08-16 12:00:00,2020-08-16,33.2,67.21,0.0,Clear
2020-08-16 13:00:00,2020-08-16,34.4,62.47,0.0,Clear
2020-08-16 14:00:00,2020-08-16,36.2,52.98,0.0,Clear
2020-08-16 15:00:00,2020-08-16,35.1,60.45,0.0,Clear
2020-08-16 16:00:00,2020-08-16,35.3,60.14,0.0,Clear
2020-08-16 17:00:00,2020-08-16,37.4,47.01,0.0,Clear
2020-08-16 18:00:00,2020-08-16,33.7,66.91,0.0,Clear
2020-08-16 19:00:00,2020-08-16,33.3,66.83,0.0,Clear
2020-08-16 20:00:00,2020-08-16,28.2,70.81,2.0,"Rain, Partially cloudy"
2020-08-16 21:00:00,2020-08-16,32.4,69.07,0.0,Clear
2020-08-16 22:00:00,2020-08-16,31.0,77.94,0.0,Clear
2020-08-16 23:00:00,2020-08-16,26.4,88.79,0.0,Clear
2020-08-17 00:00:00,2020-08-17,30.3,80.17,0.0,Clear
2020-08-17 01:00:00,2020-08-17,29.7,81.05,0.0,Clear
2020-08-17 02:00:00,2020-08-17,25.9,94.23,0.0,Clear
2020-08-17 03:00:00,2020-08-17,29.4,80.05,0.0,Clear
2020-08-17 04:00:00,2020-08-17,29.0,80.96,0.0,Clear
2020-08-17 05:00:00,2020-08-17,25.9,98.82,0.0,Clear
2020-08-17 06:00:00,2020-08-17,30.0,72.42,0.0,Clear
2020-08-17 07:00:00,2020-08-17,30.0,73.3,0.0,Clear
2020-08-17 08:00:00,2020-08-17,31.4,73.97,0.0,Clear
2020-08-17 09:00:00,2020-08-17,30.3,72.91,0.0,Clear
2020-08-17 10:00:00,2020-08-17,31.9,66.16,0.0,Clear
2020-08-17 11:00:00,2020-08-17,35.6,51.89,0.0,Clear
2020-08-17 12:00:00,2020-08-17,32.8,64.78,0.0,Clear
2020-08-17 13:00:00,2020-08-17,33.8,59.44,0.0,Clear
2020-08-17 14:00:00,2020-08-17,36.6,46.81,0.0,Clear
2020-08-17 15:00:00,2020-08-17,34.7,55.86,0.0,Clear
2020-08-17 16:00:00,2020-08-17,34.5,56.49,0.0,Clear
2020-08-17 17:00:00,2020-08-17,35.2,49.05,0.0,Clear
2020-08-17 18:00:00,2020-08-17,32.5,68.27,0.0,Clear
2020-08-17 19:00:00,2020-08-17,31.7,73.15,0.0,Clear
2020-08-17 20:00:00,2020-08-17,31.4,76.18,0.0,Clear
2020-08-17 21:00:00,2020-08-17,30.5,77.87,0.0,Clear
2020-08-17 22:00:00,2020-08-17,29.7,79.62,0.0,Clear
2020-08-17 23:00:00,2020-08-17,30.1,84.01,0.0,Clear
